,﻿Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
158,197901A4HLW96,170790.0,156000.0,,,1,3,2,1,04/01/1979,5,07:55,29,9999,6,0,6,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
159,197901A4IGX08,278190.0,208000.0,,,1,3,1,1,04/01/1979,5,08:30,30,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
160,197901A4IJV90,364860.0,840000.0,,,1,3,2,1,04/01/1979,5,08:45,19,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
161,197901A4IKF28,322590.0,258000.0,,,1,3,5,4,04/01/1979,5,08:50,32,9999,3,406,3,40,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
162,197901A4JBV51,542480.0,851000.0,,,1,3,1,1,04/01/1979,5,09:05,15,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
163,197901A4JCE15,260560.0,655000.0,,,1,3,2,1,04/01/1979,5,09:10,21,9999,3,217,1,30,1,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
164,197901A4JDD26,260370.0,886000.0,,,1,3,1,1,04/01/1979,5,09:15,12,9999,3,4,3,30,6,2,-1,-1,0,5,1,8,2,-1,0,-1,-1,
165,197901A4JIW96,139890.0,46000.0,,,1,3,1,1,04/01/1979,5,09:40,29,9999,6,0,6,30,0,-1,-1,0,-1,-1,1,8,1,-1,0,-1,-1,
166,197901A4KCW04,329360.0,804000.0,,,1,3,2,1,04/01/1979,5,10:10,20,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
167,197901A4KDK77,143570.0,947000.0,,,1,3,2,1,04/01/1979,5,10:15,27,9999,4,454,9,30,3,4,-1,-1,-1,-1,1,3,3,-1,0,-1,-1,
168,197901A4KKF12,279980.0,962000.0,,,1,3,1,1,04/01/1979,5,10:50,31,9999,3,504,6,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
169,197901A4LAD09,272870.0,629000.0,,,1,3,1,1,04/01/1979,5,11:00,10,9999,3,3205,6,30,9,4,-1,-1,0,4,1,8,2,-1,0,-1,-1,
170,197901A4LAD52,512390.0,42000.0,,,1,3,3,1,04/01/1979,5,11:00,15,9999,3,12,3,40,6,2,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
171,197901A4MIE07,315660.0,697000.0,,,1,3,1,2,04/01/1979,5,12:40,20,9999,3,235,9,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
172,197901A4MJW76,173470.0,876000.0,,,1,3,2,1,04/01/1979,5,12:45,27,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
173,197901A4MKF20,331690.0,660000.0,,,1,3,1,1,04/01/1979,5,12:50,32,9999,3,110,6,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
174,197901A4NEQ83,228280.0,343000.0,,,1,3,2,1,04/01/1979,5,13:20,28,9999,5,0,1,30,1,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
175,197901A4NIE33,181560.0,933000.0,,,1,3,2,1,04/01/1979,5,13:40,23,9999,3,307,-1,30,0,-1,-1,0,-1,-1,1,8,2,-1,0,-1,-1,
176,197901A4NKW70,127480.0,120000.0,,,1,3,3,1,04/01/1979,5,13:50,27,9999,6,0,9,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
177,197901A4ODR09,194490.0,219000.0,,,1,3,1,1,04/01/1979,5,14:15,30,9999,5,0,9,30,0,-1,-1,0,-1,-1,1,8,2,-1,0,-1,-1,
178,197901A4PAQ32,286470.0,102000.0,,,1,3,2,3,04/01/1979,5,15:00,23,9999,5,0,9,30,6,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
179,197901A4PCI10,295270.0,920000.0,,,1,3,1,1,04/01/1979,5,15:10,1,9999,4,323,9,30,3,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
180,197901A4PDV15,250870.0,625000.0,,,1,2,2,1,04/01/1979,5,15:15,11,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
181,197901A4PIW18,267260.0,598000.0,,,1,3,2,2,04/01/1979,5,15:40,21,9999,6,0,9,30,6,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
182,197901A4QHC67,425270.0,447000.0,,,1,2,2,1,04/01/1979,5,16:35,6,9999,3,210,9,30,3,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
183,197901A4REJ98,387760.0,848000.0,,,1,2,1,1,04/01/1979,5,17:20,19,9999,4,251,9,30,3,4,-1,-1,-1,-1,4,3,3,-1,0,-1,-1,
184,197901A4RGD57,516380.0,437000.0,,,1,3,2,1,04/01/1979,5,17:30,15,9999,3,125,9,30,0,-1,-1,0,-1,-1,4,8,3,-1,0,-1,-1,
185,197901A4RGE86,232080.0,466000.0,,,1,3,1,1,04/01/1979,5,17:30,28,9999,3,407,9,30,3,2,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
186,197901A4RHF28,348290.0,958000.0,,,1,2,2,1,04/01/1979,5,17:35,32,9999,3,10,3,40,0,-1,-1,0,-1,-1,4,8,1,-1,0,-1,-1,
187,197901A4SAE86,199280.0,426000.0,,,1,2,1,3,04/01/1979,5,18:00,28,9999,3,404,3,40,6,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
188,197901A4SCD31,397190.0,401000.0,,,1,3,3,1,04/01/1979,5,18:10,13,9999,3,110,9,30,0,-1,-1,0,-1,-1,4,8,2,-1,0,-1,-1,
189,197901A4SCE00,336150.0,920000.0,,,1,3,2,1,04/01/1979,5,18:10,20,9999,3,22,9,30,0,-1,-1,0,-1,-1,4,8,1,-1,0,-1,-1,
190,197901A4SCQ81,241780.0,461000.0,,,1,3,2,2,04/01/1979,5,18:10,28,9999,5,0,9,30,6,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
191,197901A4SHD25,277970.0,965000.0,,,1,3,2,1,04/01/1979,5,18:35,12,9999,3,3216,6,30,0,-1,-1,0,-1,-1,4,8,3,-1,0,-1,-1,
192,197901A4SKO47,347480.0,617000.0,,,1,3,2,1,04/01/1979,5,18:50,4,9999,5,0,9,30,3,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
193,197901A4TAX15,313580.0,905000.0,,,1,3,2,1,04/01/1979,5,19:00,31,9999,6,0,9,30,0,-1,-1,0,-1,-1,4,3,3,-1,0,-1,-1,
194,197901A4TED01,240270.0,141000.0,,,1,2,1,1,04/01/1979,5,19:20,10,9999,3,3,6,30,0,-1,-1,0,-1,-1,4,8,3,-1,0,-1,-1,
195,197901A4UAE29,278960.0,939000.0,,,1,3,1,1,04/01/1979,5,20:00,22,9999,3,217,9,30,3,4,-1,-1,0,4,4,8,3,-1,0,-1,-1,
196,197901A4UBD75,429580.0,215000.0,,,1,2,1,1,04/01/1979,5,20:05,17,9999,3,13,3,40,6,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
197,197901A4UBI29,279980.0,549000.0,,,1,3,1,1,04/01/1979,5,20:05,2,9999,4,518,9,30,3,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
198,197901A4UDF87,224960.0,127000.0,,,1,3,2,1,04/01/1979,5,20:15,38,9999,3,240,9,40,0,-1,-1,0,-1,-1,4,3,3,-1,0,-1,-1,
199,197901A4VKO17,262880.0,307000.0,,,1,2,1,3,04/01/1979,5,21:50,1,9999,5,0,9,30,0,-1,-1,0,-1,-1,4,8,2,-1,0,-1,-1,
200,197901A4WID54,517780.0,674000.0,,,1,3,1,1,04/01/1979,5,22:40,15,9999,3,125,6,30,3,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
201,197901A4XCJ44,405790.0,14000.0,,,1,2,2,1,04/01/1979,5,23:10,14,9999,4,168,3,30,0,-1,-1,0,-1,-1,4,8,1,-1,0,-1,-1,
202,197901A4XDC75,383870.0,165000.0,,,1,3,2,1,04/01/1979,5,23:15,7,9999,3,21,6,30,3,2,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
203,197901A4XDC95,318670.0,575000.0,,,1,3,2,1,04/01/1979,5,23:15,9,9999,3,2217,6,30,3,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
204,197901A4XEC75,383870.0,105000.0,,,1,3,2,1,04/01/1979,5,23:20,7,9999,3,21,6,30,3,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
205,197901A5AED49,403380.0,759000.0,,,1,3,2,1,05/01/1979,6,00:20,14,9999,3,114,9,30,6,2,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
206,197901A5CKE54,169170.0,774000.0,,,1,3,2,1,05/01/1979,6,02:50,25,9999,3,4,3,40,0,-1,-1,0,-1,-1,4,8,3,-1,0,-1,-1,
207,197901A5EEC18,288780.0,18000.0,,,1,3,1,1,05/01/1979,6,04:20,1,9999,3,4,6,30,3,4,-1,-1,0,4,4,8,1,-1,0,-1,-1,
208,197901A5FJE46,129970.0,196000.0,,,1,3,2,1,05/01/1979,6,05:45,24,9999,3,312,6,30,0,-1,-1,0,-1,-1,4,8,3,-1,0,-1,-1,
209,197901A5GAC36,315680.0,166000.0,,,1,3,2,1,05/01/1979,6,06:00,3,9999,3,201,6,30,6,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
210,197901A5GJC57,358080.0,117000.0,,,1,3,2,1,05/01/1979,6,06:45,5,9999,3,13,9,30,6,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
211,197901A5HHC69,401070.0,689000.0,,,1,3,2,1,05/01/1979,6,07:35,6,9999,3,2,6,30,6,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
212,197901A5ICJ94,376260.0,734000.0,,,1,3,2,1,05/01/1979,6,08:10,19,9999,4,230,9,30,6,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
213,197901A5IGW74,212670.0,974000.0,,,1,3,2,1,05/01/1979,6,08:30,27,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
214,197901A5JCE04,343560.0,644000.0,,,1,3,1,1,05/01/1979,6,09:10,20,9999,3,222,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
215,197901A5KAO63,426670.0,773000.0,,,1,3,1,2,05/01/1979,6,10:00,6,9999,5,0,9,30,6,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
216,197901A5KFP06,277070.0,66000.0,,,1,2,1,1,05/01/1979,6,10:25,10,9999,5,0,-1,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
217,197901A5LAC16,282580.0,36000.0,,,1,3,2,1,05/01/1979,6,11:00,1,9999,3,4202,3,30,0,-1,-1,0,-1,-1,1,8,1,-1,0,-1,-1,
218,197901A5LAC75,360870.0,145000.0,,,1,3,2,1,05/01/1979,6,11:00,7,9999,3,212,9,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
219,197901A5LCP53,497890.0,13000.0,,,1,3,2,1,05/01/1979,6,11:10,15,9999,5,0,6,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
220,197901A5LCW03,338060.0,853000.0,,,1,3,2,1,05/01/1979,6,11:10,20,9999,6,0,9,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
221,197901A5LEC36,309180.0,306000.0,,,1,3,2,1,05/01/1979,6,11:20,3,9999,3,501,9,30,3,2,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
222,197901A5LED02,256670.0,462000.0,,,1,2,1,1,05/01/1979,6,11:20,10,9999,3,3,9,30,6,2,-1,-1,0,5,1,8,3,-1,0,-1,-1,
223,197901A5LGE58,98370.0,218000.0,,,1,3,2,1,05/01/1979,6,11:30,25,9999,3,244,9,30,6,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
224,197901A5LJC26,305880.0,166000.0,,,1,3,1,1,05/01/1979,6,11:45,2,9999,3,40,-1,30,3,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
225,197901A5MAO39,293580.0,589000.0,,,1,3,2,1,05/01/1979,6,12:00,3,9999,5,0,9,30,6,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
226,197901A5MDK46,149770.0,166000.0,,,1,3,2,1,05/01/1979,6,12:15,24,9999,4,360,9,30,0,-1,-1,0,-1,-1,1,8,1,-1,0,-1,-1,
227,197901A5MGD20,280670.0,780000.0,,,1,3,2,1,05/01/1979,6,12:30,12,9999,3,3212,9,30,3,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
228,197901A5NAE77,119180.0,427000.0,,,1,3,1,1,05/01/1979,6,13:00,27,9999,3,40,3,70,0,-1,-1,0,-1,-1,1,8,1,-1,0,-1,-1,
229,197901A5NAR29,363690.0,709000.0,,,1,3,2,1,05/01/1979,6,13:00,32,9999,5,0,9,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
230,197901A5NAV76,429380.0,576000.0,,,1,3,2,1,05/01/1979,6,13:00,17,9999,6,0,6,30,6,4,-1,-1,-1,-1,1,3,3,-1,0,-1,-1,
231,197901A5NGW00,326360.0,690000.0,,,1,3,1,1,05/01/1979,6,13:30,20,9999,6,0,9,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
232,197901A5NIC82,338070.0,892000.0,,,1,3,1,2,05/01/1979,6,13:40,8,9999,3,2206,9,30,0,-1,-1,0,-1,-1,1,8,2,-1,0,-1,-1,
233,197901A5OAC99,310370.0,539000.0,,,1,3,1,1,05/01/1979,6,14:00,9,9999,3,23,3,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
234,197901A5OJE01,314360.0,241000.0,,,1,3,2,1,05/01/1979,6,14:45,20,9999,3,23,3,40,6,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
235,197901A5PAC86,326170.0,526000.0,,,1,3,2,1,05/01/1979,6,15:00,8,9999,3,215,6,30,0,-1,-1,0,-1,-1,1,8,1,-1,0,-1,-1,
236,197901A5PCD17,228680.0,7000.0,,,1,3,1,1,05/01/1979,6,15:10,11,9999,3,4020,6,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
237,197901A5PDW38,186660.0,858000.0,,,1,3,1,1,05/01/1979,6,15:15,23,9999,6,0,9,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
238,197901A5PDX22,358090.0,932000.0,,,1,3,2,1,05/01/1979,6,15:15,32,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
239,197901A5QAC16,266480.0,116000.0,,,1,3,2,1,05/01/1979,6,16:00,1,9999,3,4205,6,30,6,2,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
240,197901A5QBQ96,167190.0,56000.0,,,1,3,2,1,05/01/1979,6,16:05,29,9999,5,0,9,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
241,197901A5QDD76,412780.0,316000.0,,,1,3,1,1,05/01/1979,6,16:15,17,9999,3,124,3,30,0,-1,-1,0,-1,-1,1,8,2,-1,0,-1,-1,
242,197901A5QIW48,129070.0,118000.0,,,1,2,1,1,05/01/1979,6,16:40,24,9999,6,0,9,30,0,-1,-1,0,-1,-1,4,8,3,-1,0,-1,-1,
243,197901A5QJC27,305880.0,167000.0,,,1,3,1,1,05/01/1979,6,16:45,2,9999,3,40,-1,30,6,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
244,197901A5QKF16,274980.0,886000.0,,,1,3,2,1,05/01/1979,6,16:50,31,9999,3,1000,6,30,0,-1,-1,0,-1,-1,4,8,2,-1,0,-1,-1,
245,197901A5QKW07,335560.0,867000.0,,,1,3,1,1,05/01/1979,6,16:50,20,9999,6,0,9,30,3,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
246,197901A5RCJ71,404180.0,241000.0,,,1,3,1,1,05/01/1979,6,17:10,17,9999,4,166,9,30,0,-1,-1,0,-1,-1,4,8,3,-1,0,-1,-1,
247,197901A5RDD00,279170.0,100000.0,,,1,3,4,1,05/01/1979,6,17:15,10,9999,3,217,6,30,3,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
248,197901A5RJV54,517080.0,764000.0,,,1,3,2,1,05/01/1979,6,17:45,15,9999,6,0,9,30,0,-1,-1,0,-1,-1,4,8,3,-1,0,-1,-1,
249,197901A5SBC48,349680.0,438000.0,,,1,2,1,1,05/01/1979,6,18:05,4,9999,3,107,6,30,3,4,-1,-1,0,4,4,8,1,-1,0,-1,-1,
250,197901A5SBU91,310970.0,281000.0,,,1,3,1,1,05/01/1979,6,18:05,9,9999,6,0,9,30,0,-1,-1,0,-1,-1,4,8,3,-1,0,-1,-1,
251,197901A5SDE77,185280.0,257000.0,,,1,3,2,2,05/01/1979,6,18:15,27,9999,3,40,3,50,6,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
252,197901A5SGD02,280270.0,562000.0,,,1,3,2,1,05/01/1979,6,18:30,10,9999,3,3036,6,30,3,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
253,197901A5TAE50,193570.0,830000.0,,,1,3,3,1,05/01/1979,6,19:00,25,9999,3,4,1,40,1,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
254,197901A5TAF28,343890.0,748000.0,,,1,3,1,1,05/01/1979,6,19:00,32,9999,3,10,6,30,6,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
255,197901A5TDD72,420680.0,552000.0,,,1,3,1,1,05/01/1979,6,19:15,17,9999,3,117,6,30,6,2,-1,-1,0,5,4,8,1,-1,0,-1,-1,
256,197901A5TGK51,149770.0,651000.0,,,1,3,2,2,05/01/1979,6,19:30,25,9999,4,363,6,30,6,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
257,197901A5TJE22,251460.0,992000.0,,,1,3,1,1,05/01/1979,6,19:45,22,9999,3,238,9,30,3,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
258,197901A5UAD90,382760.0,640000.0,,,1,3,2,1,05/01/1979,6,20:00,19,9999,3,214,9,30,6,2,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
259,197901A5UAR72,246060.0,42000.0,,,1,3,2,1,05/01/1979,6,20:00,513,9999,5,0,9,30,0,-1,-1,0,-1,-1,4,8,2,-1,0,-1,-1,
260,197901A5UAX31,163700.0,31000.0,,,1,3,1,1,05/01/1979,6,20:00,33,9999,6,0,9,30,0,-1,-1,0,-1,-1,6,8,3,-1,0,-1,-1,
261,197901A5UBC10,280480.0,160000.0,,,1,3,1,1,05/01/1979,6,20:05,1,9999,3,41,3,30,0,-1,-1,0,-1,-1,4,8,3,-1,0,-1,-1,
262,197901A5UDC38,305980.0,588000.0,,,1,2,2,1,05/01/1979,6,20:15,3,9999,3,1,6,30,0,-1,-1,0,-1,-1,4,8,1,-1,0,-1,-1,
263,197901A5UEE41,191370.0,571000.0,,,1,3,2,2,05/01/1979,6,20:20,24,9999,3,316,3,30,3,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
264,197901A5UEU97,306070.0,727000.0,,,1,3,2,2,05/01/1979,6,20:20,9,9999,6,0,9,30,0,-1,-1,0,-1,-1,4,8,3,-1,0,-1,-1,
265,197901A5UHV40,466780.0,690000.0,,,1,3,1,1,05/01/1979,6,20:35,14,9999,6,0,9,30,0,-1,-1,0,-1,-1,4,8,3,-1,0,-1,-1,
266,197901A5UID73,414680.0,323000.0,,,1,3,1,1,05/01/1979,6,20:40,17,9999,3,124,6,30,6,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
267,197901A5UIE89,199590.0,69000.0,,,1,3,2,1,05/01/1979,6,20:40,28,9999,3,5,9,30,3,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
268,197901A5UJC75,353770.0,305000.0,,,1,3,2,1,05/01/1979,6,20:45,7,9999,3,205,6,30,3,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
269,197901A5UKC15,300080.0,65000.0,,,1,3,1,1,05/01/1979,6,20:50,1,9999,3,400,9,30,3,4,-1,-1,0,1,4,8,3,-1,0,-1,-1,
270,197901A5VAC13,276780.0,63000.0,,,1,3,1,1,05/01/1979,6,21:00,1,9999,3,4,-1,30,3,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
271,197901A5VAE29,279660.0,959000.0,,,1,3,2,1,05/01/1979,6,21:00,22,9999,3,216,9,30,7,2,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
272,197901A5VGW76,122270.0,886000.0,,,1,3,2,1,05/01/1979,6,21:30,27,9999,6,0,9,30,0,-1,-1,0,-1,-1,4,8,2,-1,0,-1,-1,
273,197901A5VHE54,121470.0,614000.0,,,1,3,2,1,05/01/1979,6,21:35,25,9999,3,3006,9,30,6,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
274,197901A5VLI21,273580.0,431000.0,,,1,3,2,1,05/01/1979,6,21:55,2,9999,4,509,9,30,3,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
275,197901A5WAX05,269690.0,435000.0,,,1,3,2,1,05/01/1979,6,22:00,30,9999,6,0,9,30,0,-1,-1,0,-1,-1,4,8,3,-1,0,-1,-1,
276,197901A5WBC16,267970.0,966000.0,,,1,3,2,1,05/01/1979,6,22:05,1,9999,3,315,9,30,6,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
277,197901A5WDC85,336170.0,835000.0,,,1,3,3,2,05/01/1979,6,22:15,8,9999,3,2,6,30,3,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
278,197901A5WFD03,234470.0,353000.0,,,1,3,1,1,05/01/1979,6,22:25,10,9999,3,3,3,40,3,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
279,197901A5XAC55,374280.0,95000.0,,,1,2,2,1,05/01/1979,6,23:00,5,9999,3,13,6,30,6,2,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
280,197901A5XAU92,302770.0,422000.0,,,1,3,2,3,05/01/1979,6,23:00,9,9999,6,0,9,30,0,-1,-1,0,-1,-1,4,8,2,-1,0,-1,-1,
281,197901A5XBV08,280670.0,628000.0,,,1,3,3,1,05/01/1979,6,23:05,10,9999,6,0,9,30,3,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
282,197901A5XEF01,264690.0,151000.0,,,1,3,2,1,05/01/1979,6,23:20,30,9999,3,1000,9,30,3,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
283,197901A5XGD29,278970.0,919000.0,,,1,3,2,2,05/01/1979,6,23:30,12,9999,3,3216,6,30,6,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
284,197901A5XHC67,398670.0,827000.0,,,1,3,5,2,05/01/1979,6,23:35,6,9999,3,206,9,30,0,-1,-1,0,-1,-1,4,8,2,-1,0,-1,-1,
285,197901A5XHI99,300470.0,559000.0,,,1,3,2,1,05/01/1979,6,23:35,9,9999,4,221,6,30,6,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
286,197901A5XIC22,266980.0,562000.0,,,1,3,2,1,05/01/1979,6,23:40,2,9999,3,502,6,30,0,-1,-1,0,-1,-1,4,8,1,-1,0,-1,-1,
287,197901A5XID09,244070.0,429000.0,,,1,3,2,2,05/01/1979,6,23:40,10,9999,3,3,9,30,3,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
288,197901A5XJV92,401870.0,112000.0,,,1,3,2,1,05/01/1979,6,23:45,19,9999,6,0,9,30,3,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
289,197901A6ABE08,325060.0,578000.0,,,1,3,1,1,06/01/1979,7,00:05,20,9999,3,212,3,30,3,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
290,197901A6AED25,258470.0,885000.0,,,1,3,1,1,06/01/1979,7,00:20,12,9999,3,4,6,40,6,2,-1,-1,0,5,4,8,1,-1,0,-1,-1,
291,197901A6AIP92,394860.0,582000.0,,,1,3,2,1,06/01/1979,7,00:40,19,9999,5,0,9,30,0,-1,-1,0,-1,-1,4,8,1,-1,0,-1,-1,
292,197901A6BDI27,265880.0,497000.0,,,1,3,2,5,06/01/1979,7,01:15,2,9999,4,511,9,30,6,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
293,197901A6CBJ94,408260.0,564000.0,,,1,2,2,1,06/01/1979,7,02:05,19,9999,4,265,6,30,3,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
294,197901A6DCO12,276480.0,132000.0,,,1,3,2,1,06/01/1979,7,03:10,1,9999,5,0,6,30,6,2,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
295,197901A6EGC88,324670.0,678000.0,,,1,3,1,3,06/01/1979,7,04:30,8,9999,3,202,9,30,3,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
296,197901A6FAW86,214280.0,596000.0,,,1,3,2,2,06/01/1979,7,05:00,28,9999,6,0,1,30,1,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
297,197901A6GLC90,290070.0,600000.0,,,1,3,2,4,06/01/1979,7,06:55,9,9999,3,3036,6,30,6,2,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
298,197901A6HGV91,354070.0,31000.0,,,1,3,1,1,06/01/1979,7,07:30,19,9999,6,0,9,30,8,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
299,197901A6HID87,496070.0,837000.0,,,1,3,2,1,06/01/1979,7,07:40,18,9999,3,206,9,30,3,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
300,197901A6ILU49,342280.0,699000.0,,,1,2,2,1,06/01/1979,7,08:55,4,9999,6,0,9,30,6,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
301,197901A6JAC81,336570.0,831000.0,,,1,3,2,1,06/01/1979,7,09:00,8,9999,3,2,6,30,6,2,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
302,197901A6JAE92,189590.0,202000.0,,,1,3,2,1,06/01/1979,7,09:00,29,9999,3,5,9,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
303,197901A6JAP95,411460.0,985000.0,,,1,3,2,1,06/01/1979,7,09:00,19,9999,5,0,1,30,1,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
304,197901A6JGD43,475190.0,213000.0,,,1,3,2,1,06/01/1979,7,09:30,14,9999,3,1112,3,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
305,197901A6JGQ60,53470.0,910000.0,,,1,3,2,2,06/01/1979,7,09:30,26,9999,5,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
306,197901A6JIE19,258560.0,469000.0,,,1,3,2,1,06/01/1979,7,09:40,21,9999,3,297,-1,30,0,-1,-1,0,-1,-1,1,3,3,-1,0,-1,-1,
307,197901A6JJU92,305570.0,542000.0,,,1,3,1,1,06/01/1979,7,09:45,9,9999,6,0,9,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
