,﻿Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
308,197901A6JJW98,142690.0,48000.0,,,1,3,2,2,06/01/1979,7,09:45,29,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
309,197901A6KBK85,204980.0,715000.0,,,1,3,2,3,06/01/1979,7,10:05,28,9999,4,454,9,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
310,197901A6KGI41,355880.0,471000.0,,,1,2,1,1,06/01/1979,7,10:30,4,9999,4,113,9,30,7,4,-1,-1,0,1,1,8,2,-1,0,-1,-1,
311,197901A6KJC33,312480.0,703000.0,,,1,3,1,1,06/01/1979,7,10:45,3,9999,3,1201,9,30,6,4,-1,-1,0,1,1,8,1,-1,0,-1,-1,
312,197901A6KJW05,313670.0,25000.0,,,1,3,2,1,06/01/1979,7,10:45,20,9999,6,0,9,30,6,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
313,197901A6KKE04,308960.0,894000.0,,,1,3,2,1,06/01/1979,7,10:50,20,9999,3,23,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
314,197901A6KKU10,269180.0,330000.0,,,1,2,1,1,06/01/1979,7,10:50,1,9999,6,0,9,30,3,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
315,197901A6LBF22,311990.0,302000.0,,,1,3,1,1,06/01/1979,7,11:05,32,9999,3,105,9,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
316,197901A6LFO72,363670.0,572000.0,,,1,3,1,1,06/01/1979,7,11:25,7,9999,5,0,9,30,0,-1,-1,0,0,1,1,8,1,-1,0,-1,-1,
317,197901A6LFX26,315290.0,286000.0,,,1,3,2,2,06/01/1979,7,11:25,32,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
318,197901A6LGC14,280280.0,114000.0,,,1,3,1,1,06/01/1979,7,11:30,1,9999,3,41,-1,30,3,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
319,197901A6LGF11,336780.0,901000.0,,,1,3,1,1,06/01/1979,7,11:30,31,9999,3,10,-1,30,6,2,-1,-1,0,5,1,8,3,-1,0,-1,-1,
320,197901A6LGU48,332680.0,308000.0,,,1,3,1,1,06/01/1979,7,11:30,4,9999,6,0,9,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
321,197901A6LHV85,486870.0,445000.0,,,1,3,2,3,06/01/1979,7,11:35,18,9999,6,0,9,30,6,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
322,197901A6LIE47,216670.0,547000.0,,,1,3,1,1,06/01/1979,7,11:40,24,9999,3,205,9,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
323,197901A6LIF28,359590.0,228000.0,,,1,3,2,2,06/01/1979,7,11:40,32,9999,3,406,6,30,3,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
324,197901A6LJD37,394180.0,697000.0,,,1,3,2,1,06/01/1979,7,11:45,13,9999,3,11,9,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
325,197901A6LLD39,388980.0,899000.0,,,1,3,2,1,06/01/1979,7,11:55,13,9999,3,104,3,40,0,-1,-1,0,-1,-1,1,8,1,-1,0,-1,-1,
326,197901A6MAD69,490780.0,359000.0,,,1,3,3,1,06/01/1979,7,12:00,16,9999,3,13,9,40,9,2,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
327,197901A6MGD05,276870.0,185000.0,,,1,2,1,1,06/01/1979,7,12:30,10,9999,3,24,9,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
328,197901A6MGW68,54280.0,368000.0,,,1,3,1,1,06/01/1979,7,12:30,26,9999,6,0,-1,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
329,197901A6MHC82,319270.0,712000.0,,,1,3,1,2,06/01/1979,7,12:35,8,9999,3,202,9,30,6,2,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
330,197901A6MIW81,183980.0,351000.0,,,1,3,4,1,06/01/1979,7,12:40,28,9999,6,0,9,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
331,197901A6MKF07,216980.0,847000.0,,,1,3,5,1,06/01/1979,7,12:50,30,9999,3,5,6,30,0,-1,-1,0,-1,-1,1,8,1,-1,0,-1,-1,
332,197901A6MKF90,108060.0,10000.0,,,1,3,2,1,06/01/1979,7,12:50,510,9999,3,245,9,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
333,197901A6NAC16,291770.0,896000.0,,,1,2,1,1,06/01/1979,7,13:00,1,9999,3,202,-1,30,3,4,-1,-1,0,4,1,8,1,-1,0,-1,-1,
334,197901A6NCV52,566780.0,582000.0,,,1,3,2,1,06/01/1979,7,13:10,15,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
335,197901A6NEV40,429380.0,710000.0,,,1,3,2,1,06/01/1979,7,13:20,14,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
336,197901A6NGV93,396660.0,113000.0,,,1,3,2,1,06/01/1979,7,13:30,19,9999,6,0,9,30,6,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
337,197901A6NGY05,72770.0,165000.0,,,1,3,1,2,06/01/1979,7,13:30,40,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
338,197901A6NIR81,207960.0,91000.0,,,1,3,2,1,06/01/1979,7,13:40,38,9999,5,0,6,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
339,197901A6OAV86,489870.0,616000.0,,,1,3,1,1,06/01/1979,7,14:00,18,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
340,197901A6ODP50,548180.0,430000.0,,,1,3,2,1,06/01/1979,7,14:15,15,9999,5,0,9,70,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
341,197901A6PBE33,196160.0,563000.0,,,1,3,2,1,06/01/1979,7,15:05,23,9999,3,3,3,40,0,-1,-1,0,-1,-1,1,8,1,-1,0,-1,-1,
342,197901A6PEC13,285680.0,213000.0,,,1,2,1,1,06/01/1979,7,15:20,1,9999,3,501,3,30,6,2,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
343,197901A6PFX58,329800.0,428000.0,,,1,2,1,2,06/01/1979,7,15:25,430,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,2,-1,0,-1,-1,
344,197901A6PHK78,153880.0,228000.0,,,1,3,3,2,06/01/1979,7,15:35,27,9999,4,455,9,40,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
345,197901A6PJC26,293280.0,396000.0,,,1,3,2,2,06/01/1979,7,15:45,2,9999,3,5202,-1,30,6,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
346,197901A6PKW63,52980.0,303000.0,,,1,3,1,1,06/01/1979,7,15:50,26,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
347,197901A6QAE29,244560.0,939000.0,,,1,3,1,1,06/01/1979,7,16:00,22,9999,3,238,9,30,6,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
348,197901A6QAV68,472680.0,548000.0,,,1,3,2,1,06/01/1979,7,16:00,16,9999,6,0,9,30,3,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
349,197901A6QGC20,263880.0,460000.0,,,1,3,1,1,06/01/1979,7,16:30,2,9999,3,41,3,30,3,2,-1,-1,0,5,1,8,2,-1,0,-1,-1,
350,197901A6QJC78,358070.0,318000.0,,,1,3,2,1,06/01/1979,7,16:45,7,9999,3,205,9,30,3,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
351,197901A6QJI52,388180.0,132000.0,,,1,3,1,1,06/01/1979,7,16:45,5,9999,4,125,6,30,6,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
352,197901A6QKE72,162870.0,892000.0,,,1,3,1,1,06/01/1979,7,16:50,27,9999,3,3002,6,30,0,-1,-1,0,-1,-1,4,8,3,-1,0,-1,-1,
353,197901A6QLD08,275970.0,688000.0,,,1,3,2,2,06/01/1979,7,16:55,10,9999,3,3031,6,30,0,-1,-1,0,-1,-1,4,8,1,-1,0,-1,-1,
354,197901A6RDC77,384970.0,557000.0,,,1,3,1,1,06/01/1979,7,17:15,7,9999,3,20,6,30,3,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
355,197901A6RDC90,312070.0,630000.0,,,1,3,1,1,06/01/1979,7,17:15,9,9999,3,23,6,30,7,2,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
356,197901A6RED44,399790.0,174000.0,,,1,3,2,1,06/01/1979,7,17:20,14,9999,3,104,6,30,3,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
357,197901A6RFF34,260400.0,34000.0,,,1,3,2,1,06/01/1979,7,17:25,33,9999,3,1000,9,30,0,-1,-1,0,-1,-1,4,8,2,-1,0,-1,-1,
358,197901A6RH309,199990.0,449000.0,,,1,3,1,1,06/01/1979,7,17:35,30,9999,1,1,3,70,0,-1,-1,0,-1,-1,4,8,1,-1,0,-1,-1,
359,197901A6SAJ15,248570.0,795000.0,,,1,3,2,1,06/01/1979,7,18:00,11,9999,4,317,9,30,3,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
360,197901A6SDH74,74470.0,694000.0,,,1,3,2,1,06/01/1979,7,18:15,57,9999,3,4,3,70,6,2,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
361,197901A6SGD45,411890.0,25000.0,,,1,3,2,1,06/01/1979,7,18:30,14,9999,3,113,1,30,1,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
362,197901A6SIQ68,109280.0,838000.0,,,1,2,2,4,06/01/1979,7,18:40,26,9999,5,0,9,30,9,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
363,197901A6SIQ84,182580.0,774000.0,,,1,3,1,3,06/01/1979,7,18:40,28,9999,5,0,1,30,1,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
364,197901A6SJX04,342780.0,784000.0,,,1,3,4,1,06/01/1979,7,18:45,30,9999,6,0,9,30,3,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
365,197901A6SKU98,296370.0,358000.0,,,1,2,2,1,06/01/1979,7,18:50,9,9999,6,0,6,30,3,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
366,197901A6TAF97,165060.0,547000.0,,,1,3,1,1,06/01/1979,7,19:00,510,9999,3,309,3,70,0,-1,-1,0,-1,-1,4,8,3,-1,0,-1,-1,
367,197901A6TCX38,127790.0,738000.0,,,1,2,1,1,06/01/1979,7,19:10,33,9999,6,0,9,30,0,-1,-1,0,-1,-1,4,8,3,-1,0,-1,-1,
368,197901A6TKC56,380580.0,266000.0,,,1,3,2,1,06/01/1979,7,19:50,5,9999,3,102,3,50,3,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
369,197901A6UIJ61,499280.0,571000.0,,,1,3,4,1,06/01/1979,7,20:40,16,9999,4,178,6,30,0,-1,-1,0,-1,-1,4,8,3,-1,0,-1,-1,
370,197901A6UJC75,383870.0,165000.0,,,1,3,2,1,06/01/1979,7,20:45,7,9999,3,21,6,30,3,2,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
371,197901A6UJI32,313900.0,392000.0,,,1,3,1,2,06/01/1979,7,20:45,3,9999,4,515,9,30,0,-1,-1,0,-1,-1,4,8,1,-1,2,-1,-1,
372,197901A6UKE52,175070.0,812000.0,,,1,3,2,2,06/01/1979,7,20:50,25,9999,3,4,3,40,6,2,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
373,197901A6VCM00,62670.0,230000.0,,,1,2,2,1,06/01/1979,7,21:10,40,9999,4,378,9,30,6,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
374,197901A6VEC34,316180.0,474000.0,,,1,3,2,1,06/01/1979,7,21:20,3,9999,3,1,1,30,1,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
375,197901A6WAD37,356880.0,937000.0,,,1,3,1,1,06/01/1979,7,22:00,13,9999,3,503,6,30,0,-1,-1,0,-1,-1,4,8,2,-1,0,-1,-1,
376,197901A6WBD09,287070.0,689000.0,,,1,2,2,1,06/01/1979,7,22:05,10,9999,3,3205,6,30,6,2,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
377,197901A6WDE74,123470.0,924000.0,,,1,3,3,1,06/01/1979,7,22:15,27,9999,3,3005,6,30,6,2,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
378,197901A6WFC88,353470.0,668000.0,,,1,3,2,3,06/01/1979,7,22:25,8,9999,3,202,9,30,6,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
379,197901A6XAD17,244770.0,897000.0,,,1,1,3,1,06/01/1979,7,23:00,11,9999,3,315,9,30,3,4,-1,-1,0,4,4,8,2,-1,0,-1,-1,
380,197901A6XBE02,338760.0,832000.0,,,1,3,1,1,06/01/1979,7,23:05,20,9999,3,213,9,30,6,4,-1,-1,0,1,4,8,2,-1,0,-1,-1,
381,197901A6XDC88,353370.0,668000.0,,,1,3,2,1,06/01/1979,7,23:15,8,9999,3,202,6,30,6,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
382,197901A6XDP10,239370.0,960000.0,,,1,2,2,1,06/01/1979,7,23:15,11,9999,5,0,6,30,6,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
383,197901A6XGD80,495870.0,370000.0,,,1,3,2,1,06/01/1979,7,23:30,18,9999,3,223,6,30,3,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
384,197901A6XKC88,353370.0,668000.0,,,1,3,2,2,06/01/1979,7,23:50,8,9999,3,202,9,30,6,2,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
385,197901A7ADD27,247480.0,27000.0,,,1,3,1,1,07/01/1979,1,00:15,12,9999,3,40,3,30,3,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
386,197901A7ADI29,281180.0,439000.0,,,1,3,1,1,07/01/1979,1,00:15,2,9999,4,509,9,30,0,-1,-1,0,-1,-1,4,2,2,-1,0,-1,-1,
387,197901A7AHE55,129370.0,535000.0,,,1,3,2,2,07/01/1979,1,00:35,25,9999,3,315,9,30,0,-1,-1,0,-1,-1,4,8,2,-1,0,-1,-1,
388,197901A7AJC53,372980.0,353000.0,,,1,3,3,2,07/01/1979,1,00:45,5,9999,3,102,9,30,9,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
389,197901A7BHD25,258470.0,885000.0,,,1,3,2,1,07/01/1979,1,01:35,12,9999,3,4,3,30,6,2,-1,-1,0,5,4,8,2,-1,0,-1,-1,
390,197901A7CCC20,263880.0,460000.0,,,1,2,1,1,07/01/1979,1,02:10,2,9999,3,41,3,30,3,2,-1,-1,0,5,4,8,2,-1,0,-1,-1,
391,197901A7CDC91,312070.0,601000.0,,,1,3,2,1,07/01/1979,1,02:15,9,9999,3,23,6,30,3,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
392,197901A7CKD97,453260.0,887000.0,,,1,2,1,1,07/01/1979,1,02:50,19,9999,3,208,9,30,0,-1,-1,0,-1,-1,4,2,2,-1,0,-1,-1,
393,197901A7EAC13,279880.0,73000.0,,,1,1,2,1,07/01/1979,1,04:00,1,9999,3,4202,3,30,6,2,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
394,197901A7EBC28,289680.0,428000.0,,,1,3,2,1,07/01/1979,1,04:05,2,9999,3,400,9,30,7,2,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
395,197901A7EJE67,60280.0,327000.0,,,1,3,2,3,07/01/1979,1,04:45,26,9999,3,4020,3,30,3,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
396,197901A7FAD73,398080.0,183000.0,,,1,3,1,1,07/01/1979,1,05:00,17,9999,3,124,9,30,6,2,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
397,197901A7KAD97,462360.0,627000.0,,,1,3,1,1,07/01/1979,1,10:00,19,9999,3,223,6,30,0,-1,-1,0,0,1,1,2,2,-1,0,-1,-1,
398,197901A7KAK77,178980.0,97000.0,,,1,3,1,1,07/01/1979,1,10:00,27,9999,4,455,-1,30,3,4,-1,-1,-1,-1,1,2,2,-1,0,-1,-1,
399,197901A7LJU67,486870.0,527000.0,,,1,3,2,1,07/01/1979,1,11:45,6,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
400,197901A7LLJ78,403280.0,588000.0,,,1,3,4,1,07/01/1979,1,11:55,17,9999,4,161,9,30,3,3,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
401,197901A7MDF20,311190.0,210000.0,,,1,3,2,1,07/01/1979,1,12:15,32,9999,3,406,3,40,0,-1,-1,0,-1,-1,1,2,2,-1,0,-1,-1,
402,197901A7MDV19,239870.0,649000.0,,,1,3,2,1,07/01/1979,1,12:15,11,9999,6,0,9,30,6,4,-1,-1,-1,-1,1,2,2,-1,0,-1,-1,
403,197901A7MHO69,440670.0,859000.0,,,1,3,3,1,07/01/1979,1,12:35,6,9999,5,0,9,30,0,-1,-1,0,-1,-1,1,8,1,-1,0,-1,-1,
404,197901A7NDU42,340680.0,642000.0,,,1,2,2,1,07/01/1979,1,13:15,4,9999,6,0,9,30,6,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
405,197901A7NIL76,273650.0,756000.0,,,1,3,2,2,07/01/1979,1,13:40,513,9999,4,2032,9,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
406,197901A7NKC27,292180.0,337000.0,,,1,3,2,1,07/01/1979,1,13:50,2,9999,3,502,-1,30,6,2,-1,-1,-1,-1,1,2,2,-1,0,-1,-1,
407,197901A7OFD96,474660.0,926000.0,,,1,3,1,1,07/01/1979,1,14:25,19,9999,3,223,9,30,3,4,-1,-1,-1,-1,1,2,2,-1,0,-1,-1,
408,197901A7OFF11,336780.0,901000.0,,,1,2,1,2,07/01/1979,1,14:25,31,9999,3,10,-1,30,6,2,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
409,197901A7OJW02,355760.0,512000.0,,,1,3,1,1,07/01/1979,1,14:45,20,9999,6,0,9,30,0,-1,-1,0,0,1,1,2,2,-1,0,-1,-1,
410,197901A7PAD11,233370.0,851000.0,,,1,3,2,1,07/01/1979,1,15:00,11,9999,3,219,-1,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
411,197901A7PAF74,240050.0,624000.0,,,1,3,1,1,07/01/1979,1,15:00,513,9999,3,217,1,30,1,4,-1,-1,-1,-1,1,2,2,-1,0,-1,-1,
412,197901A7PAW96,175090.0,16000.0,,,1,3,2,1,07/01/1979,1,15:00,29,9999,6,0,9,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
413,197901A7PDD49,471580.0,699000.0,,,1,2,2,1,07/01/1979,1,15:15,14,9999,3,1083,9,30,6,4,-1,-1,-1,-1,1,2,2,-1,0,-1,-1,
414,197901A7PEF16,338990.0,126000.0,,,1,3,1,2,07/01/1979,1,15:20,31,9999,3,1010,9,30,3,4,-1,-1,0,1,1,8,2,-1,0,-1,-1,
415,197901A7PFE89,220080.0,699000.0,,,1,2,2,1,07/01/1979,1,15:25,28,9999,3,406,3,40,8,4,-1,-1,-1,-1,1,2,2,-1,0,-1,-1,
416,197901A7PFL72,273250.0,812000.0,,,1,3,2,1,07/01/1979,1,15:25,513,9999,4,2032,9,30,3,4,-1,-1,-1,-1,1,2,2,-1,0,-1,-1,
417,197901A7PGD80,492770.0,360000.0,,,1,2,1,1,07/01/1979,1,15:30,18,9999,3,222,6,30,3,4,-1,-1,-1,-1,1,2,2,-1,0,-1,-1,
418,197901A7PGV47,469290.0,197000.0,,,1,2,1,1,07/01/1979,1,15:30,14,9999,6,0,6,30,0,-1,-1,0,-1,-1,1,2,2,-1,0,-1,-1,
419,197901A7PJE28,275960.0,848000.0,,,1,3,2,1,07/01/1979,1,15:45,22,9999,3,217,6,30,3,2,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
420,197901A7PKE99,190580.0,899000.0,,,1,3,1,1,07/01/1979,1,15:50,29,9999,3,4140,9,30,0,-1,-1,0,-1,-1,1,2,2,-1,0,-1,-1,
421,197901A7QDC22,298180.0,182000.0,,,1,3,2,1,07/01/1979,1,16:15,2,9999,3,522,-1,30,6,2,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
422,197901A7QGD28,249680.0,38000.0,,,1,3,1,1,07/01/1979,1,16:30,12,9999,3,40,9,30,3,4,-1,-1,0,1,4,2,2,-1,0,-1,-1,
423,197901A7QJF03,273990.0,193000.0,,,1,3,2,1,07/01/1979,1,16:45,30,9999,3,1003,9,30,3,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
424,197901A7RAE14,235760.0,524000.0,,,1,3,2,1,07/01/1979,1,17:00,21,9999,3,24,6,30,3,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
425,197901A7RBC11,284670.0,911000.0,,,1,3,2,2,07/01/1979,1,17:05,1,9999,3,3217,9,30,6,2,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
426,197901A7RDW97,144080.0,887000.0,,,1,3,3,1,07/01/1979,1,17:15,29,9999,6,0,9,30,6,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
427,197901A7RGI18,264180.0,318000.0,,,1,3,2,1,07/01/1979,1,17:30,1,9999,4,507,9,30,3,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
428,197901A7SAE31,217570.0,21000.0,,,1,2,1,1,07/01/1979,1,18:00,23,9999,3,3,3,70,0,-1,-1,0,-1,-1,4,2,2,-1,0,-1,-1,
429,197901A7SCO90,212970.0,570000.0,,,1,3,2,1,07/01/1979,1,18:10,9,9999,5,0,6,30,6,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
430,197901A7SGF02,248180.0,942000.0,,,1,3,2,1,07/01/1979,1,18:30,30,9999,3,406,3,40,6,2,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
431,197901A7SLD13,254770.0,723000.0,,,1,3,1,1,07/01/1979,1,18:55,11,9999,3,304,9,30,0,-1,-1,0,-1,-1,4,2,2,-1,0,-1,-1,
432,197901A7TED06,271470.0,96000.0,,,1,3,1,1,07/01/1979,1,19:20,10,9999,3,24,9,30,0,-1,-1,0,0,5,4,2,2,-1,0,-1,-1,
433,197901A7TEQ89,225980.0,309000.0,,,1,3,2,1,07/01/1979,1,19:20,28,9999,5,0,1,30,1,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
434,197901A7TLQ60,117280.0,680000.0,,,1,3,2,4,07/01/1979,1,19:55,26,9999,5,0,9,30,0,-1,-1,0,-1,-1,4,8,2,-1,0,-1,-1,
435,197901A7UCE60,110880.0,450000.0,,,1,3,2,2,07/01/1979,1,20:10,26,9999,3,40,3,70,6,2,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
436,197901A7UCX33,147690.0,493000.0,,,1,3,2,1,07/01/1979,1,20:10,33,9999,6,0,6,30,0,-1,-1,0,-1,-1,4,2,2,-1,-1,-1,-1,
437,197901A7UDD50,500880.0,920000.0,,,1,3,2,1,07/01/1979,1,20:15,15,9999,3,12,1,40,1,2,-1,-1,-1,-1,6,2,2,-1,0,-1,-1,
438,197901A7VAE97,131480.0,777000.0,,,1,3,2,1,07/01/1979,1,21:00,29,9999,3,4090,3,30,3,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
439,197901A7VDE21,248270.0,61000.0,,,1,2,1,1,07/01/1979,1,21:15,22,9999,3,219,9,30,3,4,-1,-1,0,1,4,2,2,-1,0,-1,-1,
440,197901A7VDO14,290970.0,884000.0,,,1,3,2,2,07/01/1979,1,21:15,1,9999,5,0,9,30,6,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
441,197901A7VEF36,178890.0,546000.0,,,1,3,2,2,07/01/1979,1,21:20,33,9999,3,5,9,30,8,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
442,197901A7VGC31,311780.0,521000.0,,,1,2,1,1,07/01/1979,1,21:30,3,9999,3,1,9,30,3,2,-1,-1,0,1,4,2,2,-1,0,-1,-1,
443,197901A7VID16,229570.0,876000.0,,,1,3,2,1,07/01/1979,1,21:40,11,9999,3,315,-1,30,6,3,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
444,197901A7VKI71,362270.0,401000.0,,,1,2,2,4,07/01/1979,1,21:50,7,9999,4,218,6,30,6,2,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
445,197901A7WBC18,286270.0,948000.0,,,1,3,2,2,07/01/1979,1,22:05,1,9999,3,302,6,30,0,-1,-1,0,-1,-1,4,2,2,-1,0,-1,-1,
446,197901A7WCQ09,319260.0,859000.0,,,1,3,2,1,07/01/1979,1,22:10,20,9999,5,0,9,30,3,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
447,197901A7WEQ12,276260.0,322000.0,,,1,3,2,1,07/01/1979,1,22:20,21,9999,5,0,6,30,6,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
448,197901A7WLV46,452290.0,186000.0,,,1,3,3,1,07/01/1979,1,22:55,14,9999,6,0,9,30,0,-1,-1,0,-1,-1,4,2,2,-1,0,-1,-1,
449,197901A7XDC29,289580.0,409000.0,,,1,3,2,1,07/01/1979,1,23:15,2,9999,3,400,-1,30,3,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
450,197901A7XDE02,298350.0,962000.0,,,1,3,2,1,07/01/1979,1,23:15,20,9999,3,23,9,30,3,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
451,197901A7XEC33,294080.0,683000.0,,,1,3,1,2,07/01/1979,1,23:20,3,9999,3,1,9,30,7,2,-1,-1,0,5,4,8,1,-1,0,-1,-1,
452,197901A7XEE78,142580.0,118000.0,,,1,3,5,2,07/01/1979,1,23:20,27,9999,3,4127,9,30,0,-1,-1,0,-1,-1,4,2,2,-1,0,-1,-1,
453,197901A7XFE28,260270.0,8000.0,,,1,2,1,2,07/01/1979,1,23:25,22,9999,3,24,6,30,3,4,-1,-1,0,1,4,2,2,-1,0,-1,-1,
454,197901A7XHC79,379070.0,429000.0,,,1,3,2,1,07/01/1979,1,23:35,7,9999,3,21,6,30,3,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
455,197901A7XJD40,418390.0,140000.0,,,1,3,2,1,07/01/1979,1,23:45,14,9999,3,113,9,30,0,-1,-1,0,-1,-1,4,2,2,-1,0,-1,-1,
456,197901A7XKC49,334880.0,269000.0,,,1,3,3,2,07/01/1979,1,23:50,4,9999,3,1208,9,30,3,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
457,197901A8AGC37,304080.0,607000.0,,,1,3,1,1,08/01/1979,2,00:30,3,9999,3,1,9,30,3,2,-1,-1,0,5,4,2,2,-1,0,-1,-1,
